MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
np.float64(4.2083),np.float64(44.0),np.float64(5.323204419889502),np.float64(0.9171270718232044),np.float64(846.0),np.float64(2.3370165745856353),np.float64(37.47),np.float64(-122.2),np.float64(2.782)
np.float64(2.891),np.float64(11.0),np.float64(3.7643229166666665),np.float64(1.23828125),np.float64(2166.0),np.float64(2.8203125),np.float64(34.19),np.float64(-118.44),np.float64(1.781)
np.float64(3.7821),np.float64(5.0),np.float64(5.505763688760807),np.float64(1.015850144092219),np.float64(2179.0),np.float64(3.139769452449568),np.float64(36.79),np.float64(-119.89),np.float64(0.804)
np.float64(3.6949),np.float64(4.0),np.float64(5.733651226158038),np.float64(1.1287465940054495),np.float64(4631.0),np.float64(3.154632152588556),np.float64(35.14),np.float64(-118.48),np.float64(1.158)
np.float64(4.3864),np.float64(28.0),np.float64(5.08955223880597),np.float64(1.1134328358208956),np.float64(1428.0),np.float64(2.1313432835820896),np.float64(37.89),np.float64(-122.07),np.float64(2.668)
np.float64(5.2527),np.float64(25.0),np.float64(6.770491803278689),np.float64(1.0102459016393444),np.float64(1464.0),np.float64(3.0),np.float64(38.28),np.float64(-122.04),np.float64(1.306)
np.float64(3.8185),np.float64(27.0),np.float64(5.326359832635983),np.float64(0.9400278940027894),np.float64(2447.0),np.float64(3.4128312412831243),np.float64(33.14),np.float64(-117.06),np.float64(1.372)
np.float64(3.125),np.float64(11.0),np.float64(47.515151515151516),np.float64(11.181818181818182),np.float64(82.0),np.float64(2.484848484848485),np.float64(38.42),np.float64(-120.19),np.float64(0.775)
np.float64(3.1462),np.float64(19.0),np.float64(2.7653061224489797),np.float64(1.119047619047619),np.float64(2079.0),np.float64(1.4142857142857144),np.float64(37.78),np.float64(-122.42),np.float64(1.875)
np.float64(4.35),np.float64(36.0),np.float64(5.96234309623431),np.float64(1.0251046025104602),np.float64(573.0),np.float64(2.397489539748954),np.float64(37.95),np.float64(-122.32),np.float64(1.85)
np.float64(3.2308),np.float64(34.0),np.float64(4.595907928388747),np.float64(1.1713554987212276),np.float64(775.0),np.float64(1.9820971867007673),np.float64(33.05),np.float64(-117.3),np.float64(3.313)
np.float64(2.0962),np.float64(28.0),np.float64(6.4132420091324205),np.float64(1.3812785388127853),np.float64(1093.0),np.float64(2.4954337899543377),np.float64(40.28),np.float64(-123.84),np.float64(0.74)
np.float64(3.0396),np.float64(16.0),np.float64(4.83756345177665),np.float64(1.1302876480541455),np.float64(1946.0),np.float64(3.292724196277496),np.float64(34.03),np.float64(-117.68),np.float64(1.243)
np.float64(3.3669),np.float64(23.0),np.float64(5.091603053435114),np.float64(1.0076335877862594),np.float64(1510.0),np.float64(2.881679389312977),np.float64(32.81),np.float64(-116.92),np.float64(1.589)
np.float64(1.8015),np.float64(26.0),np.float64(3.5408163265306123),np.float64(1.0433673469387754),np.float64(515.0),np.float64(1.3137755102040816),np.float64(33.77),np.float64(-118.09),np.float64(0.62)
np.float64(2.6012),np.float64(16.0),np.float64(5.280737704918033),np.float64(1.014344262295082),np.float64(1232.0),np.float64(2.5245901639344264),np.float64(39.15),np.float64(-123.19),np.float64(1.256)
np.float64(4.0109),np.float64(36.0),np.float64(5.786516853932584),np.float64(1.0224719101123596),np.float64(863.0),np.float64(3.2322097378277155),np.float64(37.69),np.float64(-122.15),np.float64(1.929)
np.float64(2.4286),np.float64(32.0),np.float64(5.029824561403509),np.float64(1.0789473684210527),np.float64(1705.0),np.float64(2.991228070175439),np.float64(36.77),np.float64(-119.83),np.float64(0.681)
np.float64(2.631),np.float64(29.0),np.float64(5.148023549201009),np.float64(1.0277544154751892),np.float64(3595.0),np.float64(3.0235492010092515),np.float64(39.16),np.float64(-123.22),np.float64(1.096)
np.float64(3.0352),np.float64(41.0),np.float64(5.400900900900901),np.float64(1.009009009009009),np.float64(1143.0),np.float64(2.574324324324324),np.float64(37.97),np.float64(-121.26),np.float64(0.698)
np.float64(2.7639),np.float64(17.0),np.float64(4.652661064425771),np.float64(0.9215686274509803),np.float64(948.0),np.float64(2.6554621848739495),np.float64(40.93),np.float64(-124.11),np.float64(0.902)
np.float64(4.1875),np.float64(13.0),np.float64(6.296052631578948),np.float64(1.1151315789473684),np.float64(930.0),np.float64(3.0592105263157894),np.float64(33.78),np.float64(-117.11),np.float64(1.612)
np.float64(3.1528),np.float64(43.0),np.float64(5.423772609819121),np.float64(1.028423772609819),np.float64(1276.0),np.float64(3.297157622739018),np.float64(33.92),np.float64(-118.17),np.float64(1.668)
np.float64(2.9896),np.float64(33.0),np.float64(4.406741573033708),np.float64(1.0382022471910113),np.float64(1693.0),np.float64(3.804494382022472),np.float64(34.43),np.float64(-119.68),np.float64(2.36)
np.float64(1.2826),np.float64(48.0),np.float64(2.3865546218487395),np.float64(0.8739495798319328),np.float64(422.0),np.float64(3.546218487394958),np.float64(33.96),np.float64(-118.21),np.float64(1.455)
np.float64(5.6945),np.float64(36.0),np.float64(6.191489361702128),np.float64(1.0212765957446808),np.float64(124.0),np.float64(2.6382978723404253),np.float64(37.59),np.float64(-120.59),np.float64(1.542)
np.float64(2.5966),np.float64(32.0),np.float64(3.6710526315789473),np.float64(0.9917763157894737),np.float64(2361.0),np.float64(3.883223684210526),np.float64(33.96),np.float64(-118.22),np.float64(1.709)
np.float64(1.9375),np.float64(43.0),np.float64(5.239669421487603),np.float64(1.0964187327823691),np.float64(1153.0),np.float64(3.1763085399449036),np.float64(33.99),np.float64(-118.29),np.float64(1.129)
np.float64(4.6602),np.float64(22.0),np.float64(5.767123287671233),np.float64(0.9698630136986301),np.float64(993.0),np.float64(2.7205479452054795),np.float64(37.94),np.float64(-122.05),np.float64(2.278)
np.float64(2.2411),np.float64(20.0),np.float64(3.835570469798658),np.float64(1.1610738255033557),np.float64(578.0),np.float64(1.9395973154362416),np.float64(37.96),np.float64(-122.04),np.float64(1.518)
np.float64(6.3923),np.float64(27.0),np.float64(5.907356948228883),np.float64(1.0272479564032697),np.float64(2009.0),np.float64(2.7370572207084467),np.float64(37.32),np.float64(-122.02),np.float64(3.483)
np.float64(6.6772),np.float64(13.0),np.float64(7.37707182320442),np.float64(1.0676795580110496),np.float64(2288.0),np.float64(3.160220994475138),np.float64(34.68),np.float64(-118.17),np.float64(1.856)
np.float64(4.6629),np.float64(12.0),np.float64(6.82798459563543),np.float64(1.123234916559692),np.float64(2439.0),np.float64(3.1309370988446728),np.float64(34.68),np.float64(-118.12),np.float64(1.315)
np.float64(2.3654),np.float64(34.0),np.float64(5.590631364562118),np.float64(1.1384928716904277),np.float64(1150.0),np.float64(2.3421588594704685),np.float64(38.09),np.float64(-120.56),np.float64(0.949)
np.float64(3.6875),np.float64(36.0),np.float64(5.861940298507463),np.float64(1.0597014925373134),np.float64(1001.0),np.float64(3.735074626865672),np.float64(32.69),np.float64(-117.08),np.float64(1.114)
np.float64(3.5547),np.float64(31.0),np.float64(5.552238805970149),np.float64(1.0149253731343284),np.float64(479.0),np.float64(7.149253731343284),np.float64(35.95),np.float64(-121.32),np.float64(2.0)
