MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
np.float64(3.3456),np.float64(37.0),np.float64(4.514084507042254),np.float64(0.9084507042253521),np.float64(458.0),np.float64(3.2253521126760565),np.float64(36.67),np.float64(-121.7),np.float64(2.526)
np.float64(2.233),np.float64(25.0),np.float64(4.746987951807229),np.float64(1.1325301204819278),np.float64(155.0),np.float64(1.8674698795180722),np.float64(38.58),np.float64(-121.22),np.float64(0.55)
np.float64(5.305),np.float64(5.0),np.float64(5.562096195262025),np.float64(1.1177315147164393),np.float64(4768.0),np.float64(3.4228284278535535),np.float64(34.4),np.float64(-118.52),np.float64(3.112)
np.float64(8.3337),np.float64(24.0),np.float64(7.915),np.float64(1.06),np.float64(1081.0),np.float64(2.7025),np.float64(37.66),np.float64(-121.93),np.float64(5.00001)
np.float64(7.2118),np.float64(13.0),np.float64(6.524752475247524),np.float64(1.0297029702970297),np.float64(1137.0),np.float64(2.8143564356435644),np.float64(33.68),np.float64(-117.79),np.float64(3.115)
np.float64(4.25),np.float64(49.0),np.float64(5.652509652509653),np.float64(1.166023166023166),np.float64(636.0),np.float64(2.4555984555984556),np.float64(37.62),np.float64(-122.41),np.float64(2.841)
np.float64(3.8269),np.float64(18.0),np.float64(4.873362445414847),np.float64(0.9606986899563319),np.float64(1091.0),np.float64(2.3820960698689957),np.float64(36.87),np.float64(-122.05),np.float64(2.76)
np.float64(1.6033),np.float64(44.0),np.float64(4.951289398280802),np.float64(1.0515759312320916),np.float64(1042.0),np.float64(2.98567335243553),np.float64(38.64),np.float64(-121.42),np.float64(0.585)
np.float64(2.2),np.float64(34.0),np.float64(3.972972972972973),np.float64(1.0304054054054055),np.float64(1127.0),np.float64(1.9037162162162162),np.float64(38.62),np.float64(-121.38),np.float64(1.165)
np.float64(2.1765),np.float64(10.0),np.float64(4.312020460358056),np.float64(1.0588235294117647),np.float64(1000.0),np.float64(2.557544757033248),np.float64(32.61),np.float64(-117.07),np.float64(1.284)
np.float64(2.5809),np.float64(32.0),np.float64(5.479704797047971),np.float64(0.992619926199262),np.float64(867.0),np.float64(3.199261992619926),np.float64(36.7),np.float64(-119.89),np.float64(0.783)
np.float64(2.1964),np.float64(30.0),np.float64(3.0766233766233766),np.float64(0.977922077922078),np.float64(3259.0),np.float64(4.232467532467532),np.float64(33.98),np.float64(-118.2),np.float64(1.585)
np.float64(4.8854),np.float64(17.0),np.float64(6.74296205630355),np.float64(1.0599755201958385),np.float64(2748.0),np.float64(3.3635250917992656),np.float64(32.96),np.float64(-116.99),np.float64(1.813)
np.float64(2.6964),np.float64(29.0),np.float64(5.059171597633136),np.float64(1.1775147928994083),np.float64(785.0),np.float64(4.644970414201183),np.float64(34.05),np.float64(-118.19),np.float64(1.222)
