MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
np.float64(4.7361),np.float64(7.0),np.float64(7.464968152866242),np.float64(1.1178343949044587),np.float64(846.0),np.float64(2.694267515923567),np.float64(34.49),np.float64(-117.27),np.float64(1.745)
np.float64(8.944),np.float64(30.0),np.float64(7.170454545454546),np.float64(1.0875),np.float64(1776.0),np.float64(2.018181818181818),np.float64(34.1),np.float64(-118.39),np.float64(5.00001)
np.float64(3.0568),np.float64(41.0),np.float64(5.95320197044335),np.float64(1.0714285714285714),np.float64(973.0),np.float64(2.396551724137931),np.float64(35.38),np.float64(-118.96),np.float64(0.856)
np.float64(3.2569),np.float64(15.0),np.float64(5.444444444444445),np.float64(1.08994708994709),np.float64(891.0),np.float64(2.357142857142857),np.float64(36.84),np.float64(-119.77),np.float64(1.244)
np.float64(2.8462),np.float64(39.0),np.float64(3.861035422343324),np.float64(0.9782016348773842),np.float64(1450.0),np.float64(3.9509536784741144),np.float64(33.79),np.float64(-118.27),np.float64(1.72)
np.float64(4.0714),np.float64(42.0),np.float64(5.843501326259947),np.float64(1.0928381962864722),np.float64(1012.0),np.float64(2.684350132625995),np.float64(34.19),np.float64(-118.13),np.float64(2.34)
np.float64(4.6667),np.float64(4.0),np.float64(5.858695652173913),np.float64(0.8586956521739131),np.float64(571.0),np.float64(3.1032608695652173),np.float64(32.72),np.float64(-116.98),np.float64(2.233)
np.float64(4.775),np.float64(35.0),np.float64(5.073558648111332),np.float64(1.0834990059642147),np.float64(1850.0),np.float64(3.6779324055666005),np.float64(34.24),np.float64(-118.4),np.float64(1.795)
np.float64(1.8564),np.float64(37.0),np.float64(3.814814814814815),np.float64(1.0507544581618655),np.float64(2586.0),np.float64(3.5473251028806585),np.float64(34.03),np.float64(-118.3),np.float64(1.875)
np.float64(1.9375),np.float64(35.0),np.float64(4.386252045826514),np.float64(1.0376432078559739),np.float64(2188.0),np.float64(3.5810147299509003),np.float64(37.94),np.float64(-121.28),np.float64(0.567)
np.float64(12.4291),np.float64(34.0),np.float64(9.666666666666666),np.float64(1.1218637992831542),np.float64(810.0),np.float64(2.903225806451613),np.float64(37.58),np.float64(-122.37),np.float64(5.00001)
np.float64(3.8021),np.float64(45.0),np.float64(4.876456876456876),np.float64(1.0512820512820513),np.float64(1190.0),np.float64(2.773892773892774),np.float64(33.99),np.float64(-118.43),np.float64(3.23)
