MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
np.float64(3.0217),np.float64(22.0),np.float64(4.983870967741935),np.float64(1.1008064516129032),np.float64(615.0),np.float64(2.4798387096774195),np.float64(38.76),np.float64(-120.6),np.float64(1.069)
np.float64(4.3594),np.float64(44.0),np.float64(5.843003412969283),np.float64(1.0716723549488054),np.float64(691.0),np.float64(2.358361774744027),np.float64(33.83),np.float64(-118.12),np.float64(2.213)
np.float64(3.8088),np.float64(34.0),np.float64(5.630573248407643),np.float64(0.964968152866242),np.float64(888.0),np.float64(2.828025477707006),np.float64(36.8),np.float64(-119.7),np.float64(0.877)
np.float64(1.62),np.float64(19.0),np.float64(3.2835249042145596),np.float64(1.0102171136653895),np.float64(1205.0),np.float64(1.5389527458492975),np.float64(32.64),np.float64(-117.09),np.float64(1.313)
np.float64(15.0001),np.float64(42.0),np.float64(8.5625),np.float64(0.9642857142857143),np.float64(632.0),np.float64(2.8214285714285716),np.float64(34.05),np.float64(-118.49),np.float64(5.00001)
np.float64(2.3333),np.float64(44.0),np.float64(4.689102564102564),np.float64(1.0),np.float64(940.0),np.float64(3.0128205128205128),np.float64(33.94),np.float64(-118.25),np.float64(0.998)
np.float64(1.3729),np.float64(15.0),np.float64(3.6039488966318234),np.float64(1.1207897793263646),np.float64(3061.0),np.float64(3.5551684088269453),np.float64(37.99),np.float64(-121.31),np.float64(1.103)
np.float64(2.4792),np.float64(21.0),np.float64(3.7529411764705882),np.float64(1.411764705882353),np.float64(276.0),np.float64(3.2470588235294118),np.float64(37.63),np.float64(-120.99),np.float64(0.6)
np.float64(2.1413),np.float64(38.0),np.float64(4.679245283018868),np.float64(1.0377358490566038),np.float64(261.0),np.float64(4.9245283018867925),np.float64(34.62),np.float64(-118.02),np.float64(0.969)
np.float64(3.7857),np.float64(19.0),np.float64(20.2),np.float64(4.05),np.float64(187.0),np.float64(2.3375),np.float64(36.79),np.float64(-118.91),np.float64(0.786)
np.float64(4.7543),np.float64(27.0),np.float64(5.3568),np.float64(1.112),np.float64(1545.0),np.float64(2.472),np.float64(33.87),np.float64(-118.31),np.float64(2.963)
np.float64(3.2067),np.float64(36.0),np.float64(5.6413690476190474),np.float64(1.1101190476190477),np.float64(2258.0),np.float64(3.3601190476190474),np.float64(34.0),np.float64(-117.51),np.float64(1.247)
np.float64(5.2732),np.float64(15.0),np.float64(4.81145584725537),np.float64(1.0572792362768497),np.float64(1015.0),np.float64(2.4224343675417663),np.float64(33.65),np.float64(-117.94),np.float64(2.097)
np.float64(4.4286),np.float64(35.0),np.float64(5.830708661417323),np.float64(1.0905511811023623),np.float64(747.0),np.float64(2.940944881889764),np.float64(37.62),np.float64(-122.54),np.float64(2.621)
np.float64(6.0142),np.float64(16.0),np.float64(6.890625),np.float64(1.03125),np.float64(2527.0),np.float64(3.5894886363636362),np.float64(33.85),np.float64(-118.06),np.float64(4.374)
np.float64(2.3584),np.float64(15.0),np.float64(3.629348513598988),np.float64(1.1176470588235294),np.float64(4620.0),np.float64(2.9222011385199242),np.float64(34.23),np.float64(-118.45),np.float64(1.576)
np.float64(3.6094),np.float64(42.0),np.float64(4.900990099009901),np.float64(0.9570957095709571),np.float64(971.0),np.float64(3.2046204620462047),np.float64(37.95),np.float64(-122.35),np.float64(1.146)
np.float64(3.9886),np.float64(16.0),np.float64(5.469613259668508),np.float64(0.988950276243094),np.float64(1776.0),np.float64(2.453038674033149),np.float64(37.65),np.float64(-120.97),np.float64(1.375)
np.float64(2.8426),np.float64(10.0),np.float64(4.897243107769423),np.float64(1.1152882205513786),np.float64(1898.0),np.float64(2.3784461152882206),np.float64(38.67),np.float64(-121.32),np.float64(1.306)
np.float64(15.0001),np.float64(46.0),np.float64(6.0),np.float64(0.8),np.float64(13.0),np.float64(2.6),np.float64(37.5),np.float64(-122.14),np.float64(5.00001)
np.float64(2.4032),np.float64(18.0),np.float64(5.07981220657277),np.float64(0.9483568075117371),np.float64(793.0),np.float64(3.723004694835681),np.float64(36.21),np.float64(-119.36),np.float64(0.6)
np.float64(5.1423),np.float64(45.0),np.float64(5.131578947368421),np.float64(0.97953216374269),np.float64(822.0),np.float64(2.4035087719298245),np.float64(34.16),np.float64(-118.36),np.float64(3.229)
np.float64(4.0417),np.float64(34.0),np.float64(5.25748502994012),np.float64(0.9580838323353293),np.float64(372.0),np.float64(2.2275449101796405),np.float64(38.22),np.float64(-122.63),np.float64(2.321)
np.float64(4.8523),np.float64(36.0),np.float64(5.941666666666666),np.float64(0.9791666666666666),np.float64(698.0),np.float64(2.908333333333333),np.float64(33.96),np.float64(-118.12),np.float64(2.673)
np.float64(2.7788),np.float64(45.0),np.float64(4.210416666666666),np.float64(1.1),np.float64(1410.0),np.float64(2.9375),np.float64(37.79),np.float64(-122.2),np.float64(1.154)
np.float64(4.125),np.float64(52.0),np.float64(5.036144578313253),np.float64(1.0542168674698795),np.float64(747.0),np.float64(4.5),np.float64(33.95),np.float64(-118.37),np.float64(1.74)
np.float64(2.6694),np.float64(18.0),np.float64(5.3655462184873945),np.float64(0.9831932773109243),np.float64(674.0),np.float64(2.831932773109244),np.float64(37.11),np.float64(-120.27),np.float64(0.759)
np.float64(2.1074),np.float64(24.0),np.float64(3.2549019607843137),np.float64(1.0762527233115469),np.float64(814.0),np.float64(1.7734204793028323),np.float64(33.65),np.float64(-117.91),np.float64(1.813)
np.float64(3.1875),np.float64(23.0),np.float64(5.275092936802974),np.float64(0.9702602230483272),np.float64(706.0),np.float64(2.62453531598513),np.float64(38.79),np.float64(-121.24),np.float64(1.102)
np.float64(2.8106),np.float64(24.0),np.float64(4.8865836791148),np.float64(1.0248962655601659),np.float64(1496.0),np.float64(2.0691562932226835),np.float64(38.65),np.float64(-121.33),np.float64(1.832)
np.float64(3.5231),np.float64(37.0),np.float64(5.54337899543379),np.float64(1.0410958904109588),np.float64(1508.0),np.float64(2.295281582952816),np.float64(38.53),np.float64(-121.5),np.float64(1.143)
np.float64(5.2595),np.float64(20.0),np.float64(6.941684665226782),np.float64(0.9632829373650108),np.float64(1360.0),np.float64(2.937365010799136),np.float64(36.83),np.float64(-119.76),np.float64(1.109)
np.float64(2.1354),np.float64(29.0),np.float64(5.096085409252669),np.float64(1.0676156583629892),np.float64(1314.0),np.float64(2.3380782918149468),np.float64(40.57),np.float64(-124.14),np.float64(0.751)
np.float64(6.8787),np.float64(38.0),np.float64(6.12520325203252),np.float64(0.9804878048780488),np.float64(1455.0),np.float64(2.3658536585365852),np.float64(37.52),np.float64(-122.29),np.float64(3.868)
np.float64(1.8913),np.float64(43.0),np.float64(5.498637602179836),np.float64(1.111716621253406),np.float64(1111.0),np.float64(3.02724795640327),np.float64(37.76),np.float64(-122.18),np.float64(0.912)
np.float64(4.2273),np.float64(35.0),np.float64(5.8566978193146415),np.float64(1.1526479750778815),np.float64(926.0),np.float64(2.884735202492212),np.float64(37.35),np.float64(-121.97),np.float64(2.699)
np.float64(3.2338),np.float64(34.0),np.float64(5.177570093457944),np.float64(1.016822429906542),np.float64(1409.0),np.float64(2.633644859813084),np.float64(38.14),np.float64(-121.29),np.float64(1.018)
np.float64(4.8152),np.float64(36.0),np.float64(5.637323943661972),np.float64(1.0211267605633803),np.float64(715.0),np.float64(2.517605633802817),np.float64(33.97),np.float64(-118.03),np.float64(2.324)
np.float64(5.0353),np.float64(12.0),np.float64(4.6575539568345325),np.float64(1.0553956834532374),np.float64(2516.0),np.float64(1.8100719424460432),np.float64(37.56),np.float64(-122.29),np.float64(3.058)
np.float64(6.8189),np.float64(29.0),np.float64(7.711388455538222),np.float64(1.0514820592823713),np.float64(1913.0),np.float64(2.984399375975039),np.float64(33.95),np.float64(-117.95),np.float64(3.793)
np.float64(3.6932),np.float64(18.0),np.float64(3.7404214559386975),np.float64(0.9645593869731801),np.float64(2197.0),np.float64(2.1044061302681993),np.float64(37.71),np.float64(-122.14),np.float64(1.668)
np.float64(2.6226),np.float64(40.0),np.float64(4.071216617210682),np.float64(1.0504451038575668),np.float64(2747.0),np.float64(4.07566765578635),np.float64(34.09),np.float64(-118.18),np.float64(1.488)
np.float64(5.2366),np.float64(43.0),np.float64(6.116),np.float64(1.244),np.float64(570.0),np.float64(2.28),np.float64(37.16),np.float64(-121.9),np.float64(2.933)
np.float64(1.4792),np.float64(22.0),np.float64(4.1531165311653115),np.float64(0.983739837398374),np.float64(2165.0),np.float64(2.9336043360433606),np.float64(36.21),np.float64(-119.34),np.float64(0.544)
np.float64(10.2311),np.float64(31.0),np.float64(8.24083769633508),np.float64(1.0104712041884816),np.float64(551.0),np.float64(2.884816753926702),np.float64(37.25),np.float64(-122.01),np.float64(5.00001)
np.float64(3.6435),np.float64(18.0),np.float64(3.2580645161290325),np.float64(1.0725806451612903),np.float64(866.0),np.float64(1.7459677419354838),np.float64(33.89),np.float64(-117.88),np.float64(1.191)
np.float64(1.6602),np.float64(31.0),np.float64(3.9526066350710902),np.float64(1.085308056872038),np.float64(616.0),np.float64(2.919431279620853),np.float64(36.62),np.float64(-119.68),np.float64(0.612)
np.float64(1.7311),np.float64(33.0),np.float64(3.8828522920203734),np.float64(1.0299943406904357),np.float64(3717.0),np.float64(2.103565365025467),np.float64(38.55),np.float64(-121.74),np.float64(1.826)
np.float64(7.5953),np.float64(38.0),np.float64(6.05),np.float64(0.9666666666666667),np.float64(502.0),np.float64(2.7888888888888888),np.float64(33.97),np.float64(-118.4),np.float64(4.348)
np.float64(0.9817),np.float64(32.0),np.float64(3.227146814404432),np.float64(0.9916897506925207),np.float64(997.0),np.float64(2.7617728531855956),np.float64(34.0),np.float64(-118.08),np.float64(1.663)
